date,region,total_consumption_kwh,avg_consumption_kwh,peak_meter_consumption_kwh,total_solar_kwh,total_ev_kwh,avg_temperature_c
2025-08-07,Cologne,887.54,0.9265,2.1167,197.56,166.8,17.56
2025-08-07,Hamburg,921.91,0.9613,2.1415,152.09,79.42,17.24
2025-08-07,Leipzig,793.29,0.8281,2.0013,186.74,90.82,17.49
2025-08-07,Munich,698.7,0.7293,1.8662,187.03,154.93,17.89
2025-08-08,Berlin,936.02,0.976,2.4249,163.14,100.41,17.35
2025-08-08,Cologne,886.44,0.9282,2.1443,195.16,169.96,17.56
2025-08-08,Hamburg,917.27,0.9565,2.2519,150.59,96.03,18.02
2025-08-08,Leipzig,794.13,0.8289,1.9879,186.26,136.65,16.86
2025-08-08,Munich,691.28,0.7239,1.7476,184.14,165.52,17.42
2025-08-09,Berlin,788.65,0.8241,1.9736,159.96,92.31,16.72
2025-08-09,Cologne,757.63,0.7917,1.8486,195.07,207.18,17.04
2025-08-09,Hamburg,782.68,0.8161,2.0091,149.86,79.81,17.07
2025-08-09,Leipzig,670.91,0.7033,1.6104,182.52,132.23,17.64
2025-08-09,Munich,594.31,0.6191,1.6239,184.2,152.55,16.91
2025-08-10,Berlin,792.55,0.8264,2.0155,160.47,133.14,17.38
2025-08-10,Cologne,761.12,0.7945,1.877,192.24,184.38,17.06
2025-08-10,Hamburg,782.05,0.8146,1.8804,147.79,80.13,17.71
2025-08-10,Leipzig,672.35,0.7004,1.6502,182.09,147.66,17.51
2025-08-10,Munich,596.53,0.6233,1.6325,180.65,151.52,17.56
2025-08-11,Berlin,926.78,0.9705,2.4539,158.03,129.61,17.18
2025-08-11,Cologne,894.28,0.9345,2.1943,192.04,232.18,17.52
2025-08-11,Hamburg,923.1,0.9636,2.288,145.58,69.19,17.56
2025-08-11,Leipzig,790.39,0.8276,1.9651,181.71,131.64,17.31
2025-08-11,Munich,699.58,0.731,1.7526,180.72,102.88,17.9
2025-08-12,Berlin,931.61,0.9735,2.4341,156.3,120.3,16.57
2025-08-12,Cologne,893.96,0.9341,2.1759,189.37,179.15,17.37
2025-08-12,Hamburg,912.38,0.9564,2.1845,144.71,60.92,17.11
2025-08-12,Leipzig,797.56,0.8317,1.9528,178.8,142.28,16.75
2025-08-12,Munich,696.58,0.7256,1.7977,179.2,127.3,17.09
2025-08-13,Berlin,927.11,0.9718,2.3779,156.28,107.06,16.44
2025-08-13,Cologne,893.78,0.932,2.1163,189.88,181.81,17.26
2025-08-13,Hamburg,918.02,0.9603,2.2531,143.69,54.56,17.16
2025-08-13,Leipzig,792.06,0.8259,1.9937,178.63,168.87,16.31
2025-08-13,Munich,694.94,0.7262,1.7959,178.38,130.7,16.3
2025-08-14,Berlin,931.46,0.9764,2.3863,155.11,71.48,16.58
2025-08-14,Cologne,887.66,0.9275,2.1941,188.34,184.93,16.73
2025-08-14,Hamburg,921.58,0.963,2.3029,144.02,42.59,16.71
2025-08-14,Leipzig,788.67,0.8241,1.8789,177.08,105.58,17.12
2025-08-14,Munich,698.0,0.7286,1.8189,176.52,128.77,16.24
2025-08-15,Berlin,932.7,0.9746,2.5025,153.11,84.7,16.82
2025-08-15,Cologne,888.4,0.9332,2.1976,185.35,174.47,16.59
2025-08-15,Hamburg,921.6,0.962,2.2424,141.82,78.22,17.46
2025-08-15,Leipzig,786.6,0.8219,1.9789,173.77,99.86,16.9
2025-08-15,Munich,698.02,0.7294,1.7835,176.65,123.54,17.47
2025-08-16,Berlin,788.94,0.8252,2.0238,150.51,130.1,16.53
2025-08-16,Cologne,749.96,0.7886,1.8894,178.89,207.7,17.14
2025-08-16,Hamburg,784.38,0.8179,1.9114,140.72,67.65,16.24
2025-08-16,Leipzig,676.17,0.7073,1.7273,174.3,121.13,16.84
2025-08-16,Munich,594.87,0.6216,1.617,170.01,132.06,16.26
2025-08-17,Berlin,793.59,0.8267,2.0342,151.19,113.5,16.98
2025-08-17,Cologne,757.21,0.7896,1.8972,182.92,218.52,16.74
2025-08-17,Hamburg,781.33,0.8156,1.8626,138.3,68.03,16.53
2025-08-17,Leipzig,674.13,0.7052,1.6466,170.05,96.38,16.5
2025-08-17,Munich,593.01,0.6203,1.4987,171.02,174.65,16.66
2025-08-18,Berlin,929.26,0.97,2.329,149.18,116.88,16.89
2025-08-18,Cologne,883.72,0.9273,2.0641,177.41,187.05,16.55
2025-08-18,Hamburg,922.16,0.9636,2.1945,138.39,74.0,16.76
2025-08-18,Leipzig,787.83,0.825,1.9767,169.41,113.23,16.89
2025-08-18,Munich,692.74,0.7246,1.7599,171.83,146.46,16.51
2025-08-19,Berlin,928.33,0.9711,2.3398,148.28,129.58,16.72
2025-08-19,Cologne,887.77,0.9267,2.1319,179.08,205.55,17.22
2025-08-19,Hamburg,916.15,0.9573,2.2306,136.97,59.65,16.74
2025-08-19,Leipzig,794.74,0.8287,1.9117,169.69,81.58,16.48
2025-08-19,Munich,702.92,0.7353,1.8208,169.52,160.47,16.26
2025-08-20,Berlin,930.66,0.9715,2.341,146.63,99.67,16.13
2025-08-20,Cologne,887.44,0.9254,2.1079,177.04,167.7,16.59
2025-08-20,Hamburg,925.46,0.964,2.3287,137.11,95.58,16.25
2025-08-20,Leipzig,782.06,0.8215,1.9754,164.38,127.27,16.49
2025-08-20,Munich,701.28,0.7305,1.7589,167.34,169.26,16.38
2025-08-21,Berlin,934.76,0.9757,2.484,144.47,152.18,17.17
2025-08-21,Cologne,888.96,0.927,2.2303,175.25,169.17,16.41
2025-08-21,Hamburg,915.5,0.9586,2.2327,134.36,63.07,15.94
2025-08-21,Leipzig,794.02,0.8306,1.9802,165.69,109.42,16.64
2025-08-21,Munich,698.5,0.7299,1.7384,166.32,163.21,16.54
2025-08-22,Berlin,931.38,0.9732,2.341,141.13,119.3,16.18
2025-08-22,Cologne,886.1,0.9269,2.1863,174.08,181.24,16.84
2025-08-22,Hamburg,915.42,0.9586,2.1724,133.38,64.17,15.61
2025-08-22,Leipzig,790.22,0.8249,2.0321,165.54,116.7,16.05
2025-08-22,Munich,701.65,0.7339,1.9096,164.26,180.52,16.46
2025-08-23,Berlin,787.88,0.8241,2.0088,141.45,103.08,16.34
2025-08-23,Cologne,758.53,0.7918,2.0071,173.19,231.31,15.91
2025-08-23,Hamburg,777.55,0.8133,1.8666,131.78,73.76,16.27
2025-08-23,Leipzig,674.33,0.7024,1.6233,162.17,130.05,16.36
2025-08-23,Munich,590.06,0.6172,1.6202,162.11,140.01,16.04
2025-08-24,Berlin,792.09,0.826,2.0503,140.21,114.23,16.12
2025-08-24,Cologne,755.96,0.7908,1.852,169.3,182.56,15.87
2025-08-24,Hamburg,780.76,0.8167,1.9054,129.64,62.08,15.76
2025-08-24,Leipzig,671.59,0.7018,1.6006,162.0,106.69,16.2
2025-08-24,Munich,594.36,0.6198,1.5692,160.99,132.06,15.48
2025-08-25,Berlin,929.73,0.9715,2.3099,139.11,140.87,16.04
2025-08-25,Cologne,886.01,0.9239,2.1661,167.07,187.72,15.96
2025-08-25,Hamburg,920.77,0.9611,2.1934,128.91,93.89,16.07
2025-08-25,Leipzig,793.4,0.8299,1.9694,157.7,88.18,16.29
2025-08-25,Munich,693.29,0.7275,1.8086,159.32,155.68,16.46
2025-08-26,Berlin,933.03,0.9729,2.3137,137.94,134.07,16.28
2025-08-26,Cologne,889.57,0.9305,2.2049,167.37,155.73,16.09
2025-08-26,Hamburg,922.41,0.9639,2.1802,127.24,53.2,16.23
2025-08-26,Leipzig,795.19,0.8292,1.9037,158.28,125.88,15.88
2025-08-26,Munich,700.53,0.732,1.7717,157.0,112.44,15.92
2025-08-27,Berlin,930.0,0.9718,2.4034,136.96,109.21,15.96
2025-08-27,Cologne,884.26,0.9221,2.1905,166.13,200.03,15.53
2025-08-27,Hamburg,922.39,0.9628,2.2296,125.24,53.81,15.36
2025-08-27,Leipzig,792.83,0.8285,1.9647,154.83,117.74,16.38
2025-08-27,Munich,696.48,0.7308,1.7605,155.88,162.29,16.07
2025-08-28,Berlin,923.52,0.9691,2.3829,134.45,106.13,15.85
2025-08-28,Cologne,888.83,0.9278,2.1964,162.11,198.45,15.46
2025-08-28,Hamburg,917.75,0.958,2.2276,124.57,80.37,15.93
2025-08-28,Leipzig,791.53,0.828,1.9102,153.01,79.7,16.03
2025-08-28,Munich,698.45,0.7291,1.8301,154.54,147.85,15.74
2025-08-29,Berlin,928.13,0.9698,2.412,133.85,104.61,15.66
2025-08-29,Cologne,888.25,0.9272,2.1345,161.27,193.63,14.75
2025-08-29,Hamburg,915.47,0.9586,2.1989,123.5,51.01,15.54
2025-08-29,Leipzig,792.93,0.8277,1.9328,152.09,130.88,15.72
2025-08-29,Munich,699.13,0.7313,1.8132,152.48,166.06,16.01
2025-08-30,Berlin,793.69,0.8276,2.1083,131.15,105.63,15.7
2025-08-30,Cologne,756.0,0.79,1.8387,160.56,193.83,15.73
2025-08-30,Hamburg,783.85,0.8174,1.8559,122.7,67.54,15.49
2025-08-30,Leipzig,671.95,0.7021,1.68,148.15,113.24,15.75
2025-08-30,Munich,593.99,0.62,1.5301,150.21,153.07,15.32
2025-08-31,Berlin,790.05,0.8255,1.9932,131.24,105.15,15.48
2025-08-31,Cologne,757.03,0.7902,1.8912,158.9,227.07,15.3
2025-08-31,Hamburg,783.11,0.8157,1.9916,121.24,86.32,15.15
2025-08-31,Leipzig,674.73,0.7036,1.6523,148.48,103.5,15.13
2025-08-31,Munich,590.63,0.6172,1.6001,148.9,171.13,15.31
2025-09-01,Berlin,932.91,0.9748,2.4012,128.95,94.11,15.33
2025-09-01,Cologne,887.87,0.9268,2.159,156.7,184.62,15.12
2025-09-01,Hamburg,917.6,0.9618,2.3677,120.96,77.12,15.24
2025-09-01,Leipzig,792.03,0.8259,1.928,148.58,115.3,15.1
2025-09-01,Munich,696.66,0.7264,1.7924,147.97,157.35,15.18
2025-09-02,Berlin,936.47,0.9775,2.3569,127.71,122.21,15.28
2025-09-02,Cologne,887.05,0.9259,2.2001,154.82,169.74,15.81
2025-09-02,Hamburg,917.01,0.9582,2.1765,117.53,86.25,15.04
2025-09-02,Leipzig,792.41,0.8254,1.9243,144.79,116.65,15.11
2025-09-02,Munich,700.88,0.7316,1.8587,146.28,172.57,15.26
2025-09-03,Berlin,928.47,0.9692,2.3217,125.23,101.15,15.0
2025-09-03,Cologne,886.07,0.9259,2.2699,151.7,183.92,14.87
2025-09-03,Hamburg,925.16,0.9647,2.3023,115.63,80.15,14.91
2025-09-03,Leipzig,790.13,0.8248,2.0323,143.59,112.01,15.1
2025-09-03,Munich,701.23,0.7335,1.8192,143.01,137.76,15.04
2025-09-04,Berlin,932.15,0.973,2.354,121.53,79.04,15.44
2025-09-04,Cologne,887.63,0.9265,2.1632,150.67,211.26,14.62
2025-09-04,Hamburg,918.9,0.9592,2.2401,114.19,64.54,15.17
2025-09-04,Leipzig,787.03,0.8233,1.9104,142.3,114.22,15.27
2025-09-04,Munich,700.8,0.7315,1.7848,141.96,131.57,15.35
2025-09-05,Berlin,931.96,0.9738,2.3916,122.45,107.88,15.06
2025-09-05,Cologne,890.35,0.9304,2.1223,148.41,196.5,14.74
2025-09-05,Hamburg,917.93,0.9582,2.1992,112.56,94.99,14.71
2025-09-05,Leipzig,795.99,0.8318,1.9678,140.81,125.75,14.39
2025-09-05,Munich,691.92,0.723,1.8321,140.44,177.19,14.77
2025-09-06,Berlin,790.83,0.8255,1.9975,121.24,141.25,14.43
2025-09-06,Cologne,757.97,0.7929,1.874,148.08,203.74,14.82
2025-09-06,Hamburg,780.49,0.8164,1.9132,111.9,62.27,14.53
2025-09-06,Leipzig,673.96,0.702,1.6251,137.46,108.82,14.55
2025-09-06,Munich,595.97,0.6221,1.5659,138.03,167.98,15.22
2025-09-07,Berlin,788.42,0.823,2.0816,118.84,131.17,14.53
2025-09-07,Cologne,756.02,0.7908,1.8248,143.95,181.88,14.16
2025-09-07,Hamburg,783.47,0.8187,1.9388,110.9,89.57,14.48
2025-09-07,Leipzig,672.93,0.7024,1.6914,135.73,89.65,14.3
2025-09-07,Munich,593.76,0.6185,1.5402,137.4,94.5,14.86
2025-09-08,Berlin,932.02,0.9729,2.3146,116.98,111.58,14.0
2025-09-08,Cologne,885.66,0.9274,2.119,143.79,189.03,14.18
2025-09-08,Hamburg,920.35,0.9617,2.1534,110.58,65.15,13.82
2025-09-08,Leipzig,797.38,0.8323,1.9213,134.3,113.17,14.73
2025-09-08,Munich,694.8,0.726,1.7865,133.73,169.92,14.6
2025-09-09,Berlin,929.75,0.9725,2.336,115.55,131.98,14.53
2025-09-09,Cologne,888.01,0.9269,2.1706,141.46,168.28,14.25
2025-09-09,Hamburg,920.59,0.964,2.2029,106.31,86.69,14.88
2025-09-09,Leipzig,792.73,0.8266,2.0031,133.92,139.34,13.99
2025-09-09,Munich,693.6,0.7255,1.8165,131.3,139.68,14.63
2025-09-10,Berlin,926.6,0.9693,2.3176,114.64,101.76,14.37
2025-09-10,Cologne,890.62,0.9297,2.1244,140.41,182.47,14.0
2025-09-10,Hamburg,918.11,0.9594,2.2915,105.57,65.33,14.25
2025-09-10,Leipzig,791.53,0.8262,2.0192,130.07,99.93,14.15
2025-09-10,Munich,699.85,0.7305,1.9264,129.42,161.13,14.92
2025-09-11,Berlin,927.12,0.9739,2.3719,111.14,110.68,14.03
2025-09-11,Cologne,884.66,0.9254,2.0882,137.2,180.46,14.32
2025-09-11,Hamburg,921.09,0.9635,2.2416,105.37,76.96,13.82
2025-09-11,Leipzig,790.76,0.8263,1.8985,128.79,115.25,14.58
2025-09-11,Munich,698.75,0.7301,1.7245,129.89,159.99,14.65
2025-09-12,Berlin,935.74,0.9757,2.3689,111.43,102.99,14.57
2025-09-12,Cologne,888.22,0.9252,2.1467,134.87,147.47,13.88
2025-09-12,Hamburg,914.79,0.9589,2.2414,103.6,97.08,13.93
2025-09-12,Leipzig,789.02,0.8279,1.9303,127.72,118.15,14.06
2025-09-12,Munich,700.93,0.7317,1.8869,126.8,176.37,13.92
2025-09-13,Berlin,785.89,0.8238,1.9971,108.72,121.29,13.97
2025-09-13,Cologne,753.74,0.7876,1.813,133.78,205.48,13.98
2025-09-13,Hamburg,780.52,0.8173,1.8989,102.36,79.26,14.2
2025-09-13,Leipzig,676.34,0.7053,1.6685,124.49,96.87,13.5
2025-09-13,Munich,597.84,0.6234,1.5579,125.14,183.8,13.62
2025-09-14,Berlin,791.1,0.8249,2.0265,107.84,139.82,13.53
2025-09-14,Cologne,757.02,0.7919,1.9678,132.53,206.51,13.87
2025-09-14,Hamburg,777.98,0.8138,1.8289,100.66,97.5,14.03
2025-09-14,Leipzig,670.83,0.7017,1.6958,124.43,139.19,13.89
2025-09-14,Munich,594.61,0.6207,1.6483,124.35,145.76,14.1
2025-09-15,Berlin,931.76,0.9736,2.3421,106.33,119.64,13.46
2025-09-15,Cologne,886.48,0.9283,2.1977,129.48,185.73,13.43
2025-09-15,Hamburg,917.56,0.9618,2.1762,98.62,62.66,13.85
2025-09-15,Leipzig,791.2,0.8276,2.0082,121.56,97.45,13.7
2025-09-15,Munich,700.2,0.7309,1.7774,120.83,162.98,13.67
2025-09-16,Berlin,933.46,0.9724,2.358,104.67,121.34,13.55
2025-09-16,Cologne,887.54,0.9274,2.2153,127.6,144.54,14.29
2025-09-16,Hamburg,920.12,0.9605,2.1888,97.44,68.61,12.98
2025-09-16,Leipzig,792.42,0.828,2.017,119.45,132.54,13.88
2025-09-16,Munich,694.28,0.7278,1.7536,118.96,146.05,13.42
2025-09-17,Berlin,931.51,0.9724,2.3631,101.93,106.66,13.78
2025-09-17,Cologne,891.84,0.9319,2.1899,125.01,177.14,13.24
2025-09-17,Hamburg,916.3,0.9555,2.1845,95.0,88.35,13.11
2025-09-17,Leipzig,797.9,0.832,1.942,117.66,76.19,12.98
2025-09-17,Munich,700.69,0.7314,1.7297,117.33,165.18,13.32
2025-09-18,Berlin,932.99,0.9749,2.4146,100.55,101.75,13.02
2025-09-18,Cologne,886.66,0.9265,2.1553,122.79,200.06,12.8
2025-09-18,Hamburg,919.63,0.9599,2.1871,94.71,79.84,13.31
2025-09-18,Leipzig,790.66,0.8288,1.9382,114.95,123.73,13.51
2025-09-18,Munich,702.68,0.7327,1.8881,114.85,183.08,13.77
2025-09-19,Berlin,928.69,0.9684,2.3139,100.72,132.19,12.87
2025-09-19,Cologne,888.12,0.929,2.1826,120.99,178.29,13.65
2025-09-19,Hamburg,927.19,0.9668,2.2294,93.17,82.85,13.04
2025-09-19,Leipzig,793.4,0.8282,1.9146,114.68,143.99,12.72
2025-09-19,Munich,703.07,0.7324,1.8158,114.57,142.53,13.28
2025-09-20,Berlin,792.22,0.8261,2.1058,98.79,95.61,12.34
2025-09-20,Cologne,752.9,0.7876,1.8611,117.1,174.5,12.97
2025-09-20,Hamburg,778.46,0.8134,1.976,91.25,75.2,12.63
2025-09-20,Leipzig,673.51,0.703,1.6538,111.59,107.7,12.9
2025-09-20,Munich,590.13,0.6166,1.5212,111.28,133.62,13.2
2025-09-21,Berlin,788.14,0.8227,1.9958,97.22,142.86,12.66
2025-09-21,Cologne,754.2,0.7864,1.9215,116.34,127.38,12.89
2025-09-21,Hamburg,788.31,0.8237,1.8502,89.39,69.34,13.28
2025-09-21,Leipzig,675.05,0.7083,1.7316,111.22,124.7,12.58
2025-09-21,Munich,595.28,0.622,1.5456,109.94,168.63,12.54
2025-09-22,Berlin,929.37,0.9721,2.352,93.98,96.28,13.0
2025-09-22,Cologne,885.1,0.9288,2.1703,113.36,162.99,13.06
2025-09-22,Hamburg,918.41,0.9657,2.1915,87.58,84.29,12.89
2025-09-22,Leipzig,788.05,0.8252,1.9904,107.46,115.81,12.72
2025-09-22,Munich,697.93,0.7308,1.7496,108.56,166.48,13.01
2025-09-23,Berlin,931.77,0.9747,2.3163,91.63,86.12,12.21
2025-09-23,Cologne,900.09,0.9376,2.1724,113.93,195.56,12.24
2025-09-23,Hamburg,928.24,0.9669,2.3059,86.35,47.39,12.35
2025-09-23,Leipzig,790.4,0.8251,1.9675,106.84,82.22,12.79
2025-09-23,Munich,699.5,0.7286,1.8209,106.67,150.73,12.73
2025-09-24,Berlin,926.93,0.9676,2.3633,91.18,120.02,12.64
2025-09-24,Cologne,890.98,0.931,2.1504,111.73,216.42,12.84
2025-09-24,Hamburg,915.85,0.957,2.2922,85.73,84.11,12.34
2025-09-24,Leipzig,791.27,0.826,1.9748,105.71,133.63,12.13
2025-09-24,Munich,700.87,0.7308,1.7101,103.95,146.69,12.18
2025-09-25,Berlin,933.71,0.9767,2.3361,89.07,119.05,11.78
2025-09-25,Cologne,895.72,0.934,2.2619,108.76,211.61,12.4
2025-09-25,Hamburg,924.98,0.9665,2.1711,84.0,70.64,12.13
2025-09-25,Leipzig,798.96,0.834,1.9788,102.44,141.35,12.07
2025-09-25,Munich,702.05,0.7328,1.7955,102.64,112.64,12.46
2025-09-26,Berlin,929.1,0.9708,2.3314,86.65,105.01,12.25
2025-09-26,Cologne,889.65,0.9296,2.2068,106.63,169.0,11.63
2025-09-26,Hamburg,920.52,0.9629,2.1864,81.42,60.7,12.22
2025-09-26,Leipzig,792.13,0.826,1.935,101.13,110.75,12.26
2025-09-26,Munich,696.09,0.7259,1.744,100.86,127.04,12.54
2025-09-27,Berlin,790.15,0.8265,1.9846,87.11,125.2,12.07
2025-09-27,Cologne,760.86,0.795,1.932,103.87,183.84,11.89
2025-09-27,Hamburg,781.56,0.8175,1.9714,79.66,88.63,12.11
2025-09-27,Leipzig,672.82,0.7038,1.7476,97.22,141.21,12.07
2025-09-27,Munich,591.51,0.6194,1.5973,99.02,193.16,12.3
2025-09-28,Berlin,798.85,0.833,2.0563,84.42,116.72,12.1
2025-09-28,Cologne,760.53,0.7922,1.9311,103.98,172.07,11.82
2025-09-28,Hamburg,784.49,0.8172,1.9329,79.4,42.86,11.88
2025-09-28,Leipzig,672.94,0.7047,1.6894,97.33,119.76,12.09
2025-09-28,Munich,598.33,0.6239,1.5602,96.96,162.79,11.9
2025-09-29,Berlin,935.72,0.9757,2.4009,83.91,95.75,11.42
2025-09-29,Cologne,894.1,0.9343,2.2017,101.87,175.54,12.19
2025-09-29,Hamburg,923.76,0.9643,2.2813,78.14,49.21,11.98
2025-09-29,Leipzig,788.41,0.8247,1.9174,95.59,96.41,12.67
2025-09-29,Munich,699.33,0.73,1.78,95.6,181.68,11.28
2025-09-30,Berlin,938.15,0.9803,2.5114,80.86,106.91,11.25
2025-09-30,Cologne,892.06,0.9321,2.2154,99.38,188.91,11.57
2025-09-30,Hamburg,928.9,0.9686,2.1882,75.99,77.18,11.16
2025-09-30,Leipzig,797.73,0.8344,1.9501,92.81,107.13,11.36
2025-09-30,Munich,703.86,0.7347,1.7867,93.49,155.3,11.55
2025-10-01,Berlin,941.88,0.9852,2.3563,79.93,98.46,11.18
2025-10-01,Cologne,892.74,0.9319,2.1947,97.23,158.6,11.49
2025-10-01,Hamburg,918.85,0.9601,2.3158,75.42,81.63,11.94
2025-10-01,Leipzig,793.57,0.831,1.9585,91.4,81.86,11.97
2025-10-01,Munich,701.31,0.7321,1.8028,91.77,134.45,11.38
2025-10-02,Berlin,940.5,0.9828,2.3719,79.79,132.04,10.67
2025-10-02,Cologne,896.18,0.9355,2.1912,95.96,170.67,11.42
2025-10-02,Hamburg,927.15,0.9678,2.2489,73.28,73.95,11.04
2025-10-02,Leipzig,797.73,0.8336,1.9622,89.24,102.81,10.77
2025-10-02,Munich,701.67,0.7347,1.9066,90.49,141.11,11.04
2025-10-03,Berlin,939.28,0.9835,2.3154,76.54,104.89,11.3
2025-10-03,Cologne,897.95,0.9403,2.2483,93.19,178.47,10.88
2025-10-03,Hamburg,931.08,0.9719,2.2331,72.0,85.24,11.24
2025-10-03,Leipzig,795.68,0.8323,1.8949,88.31,126.45,11.14
2025-10-03,Munich,709.48,0.7406,1.7397,87.2,207.35,10.17
2025-10-04,Berlin,798.78,0.8373,2.1668,74.16,120.15,10.18
2025-10-04,Cologne,759.72,0.7947,1.7997,90.24,185.05,10.7
2025-10-04,Hamburg,793.08,0.8313,1.916,69.55,79.64,10.73
2025-10-04,Leipzig,679.75,0.7096,1.6589,87.29,109.84,11.35
2025-10-04,Munich,602.69,0.6285,1.5945,86.19,205.99,10.37
2025-10-05,Berlin,803.95,0.841,2.0027,72.88,111.94,10.51
2025-10-05,Cologne,762.17,0.7956,1.8292,89.24,150.66,10.88
2025-10-05,Hamburg,788.38,0.8238,2.033,68.74,79.04,11.09
2025-10-05,Leipzig,678.88,0.7086,1.6463,84.3,83.42,10.89
2025-10-05,Munich,599.22,0.6255,1.5667,83.86,167.15,10.57
2025-10-06,Berlin,944.61,0.9871,2.422,70.81,103.84,10.08
2025-10-06,Cologne,895.44,0.9357,2.1763,88.05,189.41,10.7
2025-10-06,Hamburg,927.3,0.9679,2.231,66.55,74.28,10.33
2025-10-06,Leipzig,793.79,0.8321,1.9493,83.1,127.69,10.83
2025-10-06,Munich,701.67,0.7324,1.8433,82.65,145.04,10.88
2025-10-07,Berlin,940.35,0.9806,2.3215,71.42,80.99,10.7
2025-10-07,Cologne,899.66,0.9401,2.2568,84.87,174.11,10.12
2025-10-07,Hamburg,930.35,0.9722,2.2408,63.08,80.82,10.58
2025-10-07,Leipzig,801.83,0.8379,1.9577,79.87,118.81,10.2
2025-10-07,Munich,710.66,0.7426,1.7907,82.47,162.77,10.23
2025-10-08,Berlin,935.95,0.9801,2.3607,69.63,71.19,10.46
2025-10-08,Cologne,900.7,0.9402,2.3528,82.64,190.65,10.39
2025-10-08,Hamburg,934.02,0.977,2.2557,63.36,47.11,10.1
2025-10-08,Leipzig,799.92,0.835,2.0121,79.06,97.54,10.35
2025-10-08,Munich,711.41,0.741,1.9633,78.96,162.74,10.09
2025-10-09,Berlin,947.03,0.9896,2.4967,67.31,106.32,10.12
2025-10-09,Cologne,902.95,0.9445,2.3236,82.65,205.44,10.26
2025-10-09,Hamburg,932.02,0.9709,2.2078,61.99,52.51,10.58
2025-10-09,Leipzig,802.66,0.8396,1.9476,75.8,125.71,10.13
2025-10-09,Munich,713.34,0.7438,1.824,76.62,175.26,9.92
2025-10-10,Berlin,942.51,0.9859,2.4573,64.48,105.83,10.19
2025-10-10,Cologne,905.12,0.9428,2.2599,80.11,192.48,9.85
2025-10-10,Hamburg,931.9,0.9748,2.1965,60.38,72.52,9.84
2025-10-10,Leipzig,801.99,0.8398,2.0257,74.35,117.96,10.34
2025-10-10,Munich,708.7,0.7421,1.8751,75.23,126.46,9.59
2025-10-11,Berlin,800.17,0.8361,2.1532,64.2,131.2,10.43
2025-10-11,Cologne,765.13,0.7987,1.8436,77.52,198.46,10.1
2025-10-11,Hamburg,797.49,0.8333,2.0232,59.88,37.05,9.51
2025-10-11,Leipzig,696.54,0.7256,1.8465,73.29,99.42,9.56
2025-10-11,Munich,598.04,0.6256,1.6045,72.6,197.56,9.9
2025-10-12,Berlin,798.87,0.8356,2.1055,62.06,131.98,9.91
2025-10-12,Cologne,770.31,0.8041,1.8379,76.18,204.24,9.57
2025-10-12,Hamburg,795.85,0.8316,2.0236,59.04,72.8,10.13
2025-10-12,Leipzig,683.6,0.7143,1.7436,71.37,156.41,9.56
2025-10-12,Munich,600.86,0.6285,1.574,70.84,166.11,9.91
2025-10-13,Berlin,955.03,0.9979,2.5207,60.72,111.44,9.28
2025-10-13,Cologne,897.89,0.9422,2.4081,74.08,165.35,9.93
2025-10-13,Hamburg,943.38,0.9827,2.2912,57.82,73.05,9.23
2025-10-13,Leipzig,799.81,0.8375,2.1113,70.65,129.75,9.98
2025-10-13,Munich,703.19,0.7371,1.8468,69.71,160.5,9.88
2025-10-14,Berlin,945.48,0.988,2.4294,59.77,123.68,9.56
2025-10-14,Cologne,910.49,0.9494,2.2204,73.69,170.48,9.44
2025-10-14,Hamburg,931.94,0.9748,2.2639,55.28,64.48,9.71
2025-10-14,Leipzig,813.19,0.8506,1.9607,66.57,146.22,9.47
2025-10-14,Munich,711.95,0.7416,1.8121,68.61,154.29,9.65
2025-10-15,Berlin,960.89,1.0051,2.5092,58.64,92.04,8.51
2025-10-15,Cologne,911.13,0.9541,2.3726,71.04,214.71,9.19
2025-10-15,Hamburg,950.63,0.9944,2.394,54.5,59.88,8.94
2025-10-15,Leipzig,804.96,0.842,2.0153,66.69,119.58,9.43
2025-10-15,Munich,713.2,0.7445,1.8386,65.66,160.29,9.52
2025-10-16,Berlin,951.86,0.9926,2.4771,57.68,117.59,9.39
2025-10-16,Cologne,899.61,0.942,2.1967,67.47,197.74,9.32
2025-10-16,Hamburg,949.22,0.9888,2.2987,52.67,74.23,8.89
2025-10-16,Leipzig,825.26,0.8623,2.0025,65.0,102.0,8.59
2025-10-16,Munich,709.75,0.7416,1.8829,65.05,182.51,9.47
2025-10-17,Berlin,941.86,0.9862,2.4127,55.11,90.71,9.29
2025-10-17,Cologne,911.84,0.9538,2.377,65.95,169.36,9.24
2025-10-17,Hamburg,939.26,0.9835,2.2836,51.88,66.51,9.06
2025-10-17,Leipzig,810.18,0.8475,2.1587,61.98,131.84,8.97
2025-10-17,Munich,725.71,0.7567,1.8886,62.69,186.73,8.81
2025-10-18,Berlin,815.62,0.8523,2.1246,53.04,108.72,8.71
2025-10-18,Cologne,785.84,0.8212,1.9404,64.24,165.75,8.07
2025-10-18,Hamburg,806.28,0.8416,2.0632,50.22,63.65,8.93
2025-10-18,Leipzig,688.46,0.7194,1.7427,60.38,149.72,8.99
2025-10-18,Munich,613.79,0.6407,1.6597,60.77,178.06,8.75
2025-10-19,Berlin,823.27,0.8603,2.0587,51.03,77.84,8.01
2025-10-19,Cologne,776.0,0.8109,1.9508,63.02,204.86,8.67
